epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,1717.42,0.57885,0.49998,0.9265,0.96981,0.99287,0.995,0.79808,0.86751,0.31529,1.01081,0.0007558,0.0007558,0.0007558
39,1761.49,0.5606,0.48905,0.92027,0.9821,0.99518,0.995,0.91428,0.431,0.23102,0.88447,0.0007492,0.0007492,0.0007492
40,1803.81,0.54889,0.47155,0.92007,0.98387,0.99511,0.9948,0.92982,0.39264,0.22315,0.87011,0.0007426,0.0007426,0.0007426
41,1845.67,0.5615,0.48957,0.92191,0.98516,0.99812,0.995,0.88925,0.55393,0.25267,0.9048,0.000736,0.000736,0.000736
42,1896.25,0.56171,0.45762,0.922,0.98085,1,0.995,0.91423,0.45453,0.23735,0.89124,0.0007294,0.0007294,0.0007294
43,1939.1,0.5495,0.46707,0.9158,0.97767,0.98774,0.995,0.89372,0.53334,0.26844,0.8945,0.0007228,0.0007228,0.0007228
44,1983.05,0.56142,0.47785,0.92471,0.98213,1,0.995,0.89479,0.53516,0.2411,0.89404,0.0007162,0.0007162,0.0007162
45,2040.82,0.54512,0.46123,0.91618,0.98611,0.99622,0.995,0.86948,0.62027,0.2587,0.90948,0.0007096,0.0007096,0.0007096
46,2084.46,0.55242,0.47025,0.92079,0.98537,1,0.995,0.72724,1.13843,0.36366,1.13362,0.000703,0.000703,0.000703
47,2131.79,0.53759,0.46325,0.91144,0.98266,0.99571,0.995,0.83016,0.75798,0.27129,0.95629,0.0006964,0.0006964,0.0006964
48,2175.01,0.55618,0.4654,0.92417,0.98389,0.99793,0.995,0.89327,0.52744,0.23424,0.89542,0.0006898,0.0006898,0.0006898
49,2215.5,0.54154,0.45478,0.91793,0.98503,0.99907,0.995,0.85389,0.67981,0.25743,0.92515,0.0006832,0.0006832,0.0006832
50,2260.83,0.54444,0.45562,0.92078,0.98176,0.99203,0.995,0.81302,0.79816,0.28877,0.98418,0.0006766,0.0006766,0.0006766
51,2305.44,0.52858,0.45129,0.91172,0.98339,1,0.995,0.91423,0.43493,0.20914,0.88054,0.00067,0.00067,0.00067
52,2346.82,0.53225,0.43839,0.91166,0.9797,0.99958,0.995,0.90132,0.49217,0.22231,0.8856,0.0006634,0.0006634,0.0006634
53,2394.47,0.53214,0.43976,0.91327,0.98685,0.99799,0.995,0.93434,0.38504,0.20469,0.87339,0.0006568,0.0006568,0.0006568
54,2439.17,0.52563,0.43902,0.90811,0.98361,0.99458,0.995,0.87182,0.62654,0.24206,0.92195,0.0006502,0.0006502,0.0006502
55,2482.25,0.51929,0.42892,0.90871,0.98898,0.99837,0.995,0.91156,0.46281,0.21938,0.888,0.0006436,0.0006436,0.0006436
56,2527.27,0.51912,0.42252,0.90364,0.98482,1,0.995,0.92811,0.40517,0.20083,0.87322,0.000637,0.000637,0.000637
57,2572.78,0.53292,0.42662,0.90748,0.9893,1,0.995,0.88838,0.55008,0.22324,0.91073,0.0006304,0.0006304,0.0006304
58,2615.35,0.53455,0.43569,0.90885,0.98561,1,0.995,0.92834,0.40787,0.19832,0.87271,0.0006238,0.0006238,0.0006238
59,2658.08,0.5245,0.41874,0.90692,0.99046,1,0.995,0.86505,0.65987,0.23926,0.92925,0.0006172,0.0006172,0.0006172
60,2707.32,0.52824,0.42052,0.90494,0.98739,0.99807,0.995,0.92472,0.4171,0.20408,0.87464,0.0006106,0.0006106,0.0006106
61,2751.58,0.51744,0.4326,0.90785,0.99006,1,0.995,0.91511,0.46143,0.20174,0.87776,0.000604,0.000604,0.000604
62,2792.57,0.51913,0.42076,0.90781,0.98937,1,0.995,0.91863,0.42147,0.19865,0.87172,0.0005974,0.0005974,0.0005974
63,2838.44,0.52265,0.42585,0.90561,0.98809,1,0.995,0.93495,0.38409,0.19552,0.86705,0.0005908,0.0005908,0.0005908
64,2883.63,0.51512,0.42421,0.90397,0.98986,1,0.995,0.91954,0.43508,0.1978,0.87216,0.0005842,0.0005842,0.0005842
65,2928.99,0.51404,0.41179,0.90245,0.99061,1,0.995,0.89994,0.51858,0.21749,0.89017,0.0005776,0.0005776,0.0005776
66,2977.67,0.51258,0.42001,0.90392,0.99055,1,0.995,0.92488,0.41031,0.1926,0.87257,0.000571,0.000571,0.000571
67,3024.04,0.51757,0.40871,0.90442,0.989,0.99721,0.995,0.93339,0.37796,0.18735,0.86731,0.0005644,0.0005644,0.0005644
68,3067.53,0.50877,0.42013,0.89953,0.99026,1,0.995,0.92716,0.40697,0.1873,0.87003,0.0005578,0.0005578,0.0005578
69,3111.27,0.51183,0.39415,0.9039,0.98951,1,0.995,0.90984,0.45646,0.19965,0.87767,0.0005512,0.0005512,0.0005512
70,3161.65,0.51388,0.41191,0.90464,0.9877,1,0.995,0.92109,0.42134,0.19613,0.87006,0.0005446,0.0005446,0.0005446
71,3206.22,0.51689,0.41777,0.90004,0.98881,1,0.995,0.9026,0.49697,0.20646,0.88147,0.000538,0.000538,0.000538
72,3248.04,0.50786,0.40052,0.8991,0.99039,1,0.995,0.91394,0.45153,0.19676,0.87754,0.0005314,0.0005314,0.0005314
73,3297.48,0.50747,0.40709,0.90173,0.99001,0.99918,0.995,0.93595,0.38343,0.1788,0.8621,0.0005248,0.0005248,0.0005248
74,3343.09,0.51196,0.40483,0.90155,0.98961,1,0.995,0.92976,0.38857,0.18064,0.86536,0.0005182,0.0005182,0.0005182
75,3381.5,0.49589,0.38989,0.8944,0.99322,1,0.995,0.9047,0.48873,0.20116,0.88109,0.0005116,0.0005116,0.0005116
76,3430.78,0.49906,0.39531,0.89715,0.9925,1,0.995,0.93385,0.38956,0.17499,0.86538,0.000505,0.000505,0.000505
77,3479.71,0.50336,0.39648,0.90058,0.99002,1,0.995,0.92183,0.42019,0.19423,0.86949,0.0004984,0.0004984,0.0004984
78,3522.79,0.49144,0.39161,0.89768,0.99257,1,0.995,0.90739,0.46725,0.19239,0.8757,0.0004918,0.0004918,0.0004918
79,3565.33,0.49393,0.40311,0.89683,0.99239,1,0.995,0.92615,0.40992,0.18072,0.8655,0.0004852,0.0004852,0.0004852
80,3608.4,0.49309,0.3956,0.89665,0.99158,1,0.995,0.92374,0.40964,0.18306,0.8679,0.0004786,0.0004786,0.0004786
81,3648.98,0.4915,0.40434,0.89534,0.99135,1,0.995,0.90684,0.47744,0.20425,0.87941,0.000472,0.000472,0.000472
82,3690.58,0.48722,0.39613,0.88993,0.98839,1,0.995,0.92364,0.42266,0.18897,0.8677,0.0004654,0.0004654,0.0004654
83,3738.79,0.49032,0.3772,0.89308,0.99086,1,0.995,0.92231,0.41453,0.18339,0.86844,0.0004588,0.0004588,0.0004588
84,3781.43,0.48196,0.3721,0.88528,0.98987,1,0.995,0.93423,0.37631,0.17653,0.86172,0.0004522,0.0004522,0.0004522
85,3820.94,0.48108,0.37161,0.88984,0.99333,1,0.995,0.92055,0.41821,0.17976,0.86852,0.0004456,0.0004456,0.0004456
86,3865.19,0.47678,0.37772,0.88715,0.99239,1,0.995,0.94848,0.34787,0.17141,0.85919,0.000439,0.000439,0.000439
87,3909.58,0.47671,0.3756,0.89071,0.9917,1,0.995,0.93495,0.38521,0.17614,0.86361,0.0004324,0.0004324,0.0004324
88,3952.33,0.48218,0.37935,0.88935,0.99151,1,0.995,0.93742,0.37585,0.16767,0.86205,0.0004258,0.0004258,0.0004258
89,3998.48,0.46823,0.35808,0.88346,0.99238,1,0.995,0.94038,0.37428,0.16953,0.86021,0.0004192,0.0004192,0.0004192
90,4043.5,0.47416,0.36381,0.88765,0.99239,1,0.995,0.92742,0.40403,0.17496,0.86504,0.0004126,0.0004126,0.0004126
91,4085.96,0.46813,0.35903,0.88672,0.9942,1,0.995,0.95091,0.34933,0.1604,0.85633,0.000406,0.000406,0.000406
92,4124.62,0.47459,0.37331,0.89013,0.99374,1,0.995,0.94842,0.35218,0.16168,0.85905,0.0003994,0.0003994,0.0003994
93,4170.88,0.46675,0.35916,0.89071,0.99313,1,0.995,0.94742,0.35511,0.16318,0.85688,0.0003928,0.0003928,0.0003928
94,4214.88,0.46897,0.36317,0.8868,0.99413,1,0.995,0.95526,0.32965,0.15658,0.85394,0.0003862,0.0003862,0.0003862
95,4258.31,0.46954,0.3608,0.88538,0.99456,1,0.995,0.94332,0.36557,0.16436,0.85946,0.0003796,0.0003796,0.0003796
96,4301.42,0.47133,0.36737,0.88417,0.99334,1,0.995,0.95373,0.3339,0.1587,0.85601,0.000373,0.000373,0.000373
97,4346.44,0.46804,0.36961,0.88446,0.99299,1,0.995,0.93815,0.37942,0.16716,0.86196,0.0003664,0.0003664,0.0003664
98,4390.45,0.46359,0.35537,0.88418,0.99469,1,0.995,0.91176,0.45721,0.17758,0.8781,0.0003598,0.0003598,0.0003598
99,4430.37,0.46321,0.3569,0.88987,0.99256,1,0.995,0.91103,0.46336,0.18793,0.87497,0.0003532,0.0003532,0.0003532
100,4477.41,0.46207,0.35858,0.88195,0.99367,1,0.995,0.92012,0.43361,0.17621,0.8703,0.0003466,0.0003466,0.0003466
101,4524.03,0.4685,0.35472,0.88733,0.99384,1,0.995,0.9389,0.37642,0.16528,0.86147,0.00034,0.00034,0.00034
102,4568.52,0.46332,0.36099,0.88547,0.99325,1,0.995,0.95027,0.34288,0.15815,0.85506,0.0003334,0.0003334,0.0003334
103,4614.77,0.4542,0.35154,0.87969,0.99304,1,0.995,0.95649,0.33619,0.15822,0.85369,0.0003268,0.0003268,0.0003268
104,4659.48,0.46055,0.34441,0.87982,0.99527,1,0.995,0.95058,0.34226,0.15815,0.85412,0.0003202,0.0003202,0.0003202
105,4700.09,0.45372,0.34216,0.87958,0.99475,1,0.995,0.93225,0.38995,0.1663,0.86252,0.0003136,0.0003136,0.0003136
106,4742.26,0.45661,0.35353,0.8789,0.99437,1,0.995,0.95562,0.32734,0.15488,0.85122,0.000307,0.000307,0.000307
107,4790.86,0.45064,0.33378,0.88076,0.99588,1,0.995,0.95763,0.32276,0.14898,0.85199,0.0003004,0.0003004,0.0003004
108,4838.19,0.44911,0.33846,0.87709,0.99359,1,0.995,0.95753,0.33212,0.15445,0.85197,0.0002938,0.0002938,0.0002938
109,4878.99,0.45054,0.34901,0.87891,0.99514,1,0.995,0.94245,0.36699,0.16095,0.85685,0.0002872,0.0002872,0.0002872
110,4930.07,0.44489,0.33181,0.87368,0.99601,1,0.995,0.94505,0.35656,0.16112,0.85579,0.0002806,0.0002806,0.0002806
111,4974.05,0.44709,0.33774,0.87641,0.9948,1,0.995,0.9696,0.2926,0.14948,0.84832,0.000274,0.000274,0.000274
112,5017.27,0.44108,0.3328,0.87411,0.99466,1,0.995,0.96223,0.32373,0.15312,0.85293,0.0002674,0.0002674,0.0002674
113,5063.6,0.4496,0.34276,0.8751,0.99464,1,0.995,0.95538,0.33894,0.15743,0.85407,0.0002608,0.0002608,0.0002608
114,5108.87,0.43581,0.31787,0.87099,0.99523,1,0.995,0.9553,0.32682,0.15167,0.85196,0.0002542,0.0002542,0.0002542
115,5150.43,0.44408,0.32842,0.87355,0.9958,1,0.995,0.94894,0.34977,0.15502,0.8543,0.0002476,0.0002476,0.0002476
116,5187.38,0.43904,0.32165,0.87837,0.99588,1,0.995,0.97148,0.29401,0.14406,0.84827,0.000241,0.000241,0.000241
117,5235.99,0.43203,0.32313,0.86975,0.99628,1,0.995,0.97643,0.28188,0.14057,0.84535,0.0002344,0.0002344,0.0002344
118,5278.83,0.43608,0.31791,0.8695,0.9967,1,0.995,0.9702,0.2968,0.14381,0.84852,0.0002278,0.0002278,0.0002278
119,5317.69,0.4354,0.32864,0.87169,0.99686,1,0.995,0.95917,0.3246,0.14972,0.85047,0.0002212,0.0002212,0.0002212
120,5351.47,0.43468,0.32606,0.87249,0.99776,1,0.995,0.9749,0.29414,0.14266,0.84711,0.0002146,0.0002146,0.0002146
121,5383.46,0.44035,0.32431,0.87446,0.99764,1,0.995,0.97459,0.29258,0.14126,0.84731,0.000208,0.000208,0.000208
122,5416.98,0.43154,0.31145,0.87301,0.99755,1,0.995,0.97159,0.30128,0.14118,0.84854,0.0002014,0.0002014,0.0002014
123,5450.79,0.44163,0.33645,0.87202,0.99729,1,0.995,0.9707,0.29721,0.14025,0.84758,0.0001948,0.0001948,0.0001948
124,5483.92,0.43637,0.32138,0.86931,0.9969,1,0.995,0.97126,0.30083,0.14079,0.84821,0.0001882,0.0001882,0.0001882
125,5517.98,0.43515,0.31658,0.8726,0.99577,1,0.995,0.97642,0.28673,0.14007,0.84654,0.0001816,0.0001816,0.0001816
126,5551.63,0.43481,0.31597,0.87109,0.99581,1,0.995,0.9788,0.27357,0.13971,0.84408,0.000175,0.000175,0.000175
127,5584.73,0.4267,0.3112,0.86623,0.99628,1,0.995,0.97989,0.27424,0.13954,0.84402,0.0001684,0.0001684,0.0001684
128,5619.72,0.43088,0.32111,0.87049,0.99698,1,0.995,0.97152,0.29308,0.14097,0.84658,0.0001618,0.0001618,0.0001618
129,5661.8,0.43185,0.31823,0.86989,0.99571,1,0.995,0.96886,0.30592,0.14233,0.84887,0.0001552,0.0001552,0.0001552
130,5698.78,0.4261,0.30249,0.86665,0.99654,1,0.995,0.96882,0.30558,0.14286,0.84873,0.0001486,0.0001486,0.0001486
131,5733.51,0.43224,0.3103,0.87159,0.99741,1,0.995,0.97366,0.29154,0.14048,0.84706,0.000142,0.000142,0.000142
132,5781.91,0.42466,0.30293,0.86805,0.99749,1,0.995,0.97298,0.29119,0.13992,0.84647,0.0001354,0.0001354,0.0001354
133,5826.41,0.42394,0.30696,0.86758,0.99728,1,0.995,0.97619,0.28292,0.13906,0.84486,0.0001288,0.0001288,0.0001288
134,5859.9,0.41878,0.30536,0.86828,0.99739,1,0.995,0.98024,0.27236,0.13707,0.84379,0.0001222,0.0001222,0.0001222
135,5898.71,0.42168,0.30023,0.87145,0.99771,1,0.995,0.98323,0.26501,0.13559,0.84309,0.0001156,0.0001156,0.0001156
136,5932.89,0.42721,0.30362,0.86805,0.99758,1,0.995,0.98397,0.26593,0.13483,0.84298,0.000109,0.000109,0.000109
137,5966.64,0.41646,0.29035,0.86165,0.99764,1,0.995,0.98067,0.28046,0.13759,0.84441,0.0001024,0.0001024,0.0001024
138,5998.85,0.4197,0.29666,0.86677,0.99794,1,0.995,0.98245,0.27247,0.1355,0.84357,9.58e-05,9.58e-05,9.58e-05
139,6030.29,0.42396,0.30736,0.87036,0.99754,1,0.995,0.98183,0.2697,0.13517,0.84289,8.92e-05,8.92e-05,8.92e-05
140,6062.31,0.4216,0.29952,0.86867,0.99753,1,0.995,0.98429,0.26034,0.13448,0.84214,8.26e-05,8.26e-05,8.26e-05
141,6097.7,0.36499,0.15075,0.82966,0.99739,1,0.995,0.9846,0.25606,0.13332,0.84186,7.6e-05,7.6e-05,7.6e-05
142,6129.22,0.35738,0.15027,0.82803,0.99718,1,0.995,0.98602,0.25609,0.13338,0.84197,6.94e-05,6.94e-05,6.94e-05
143,6162.05,0.35836,0.14961,0.82512,0.99645,1,0.995,0.98551,0.24783,0.13078,0.8414,6.28e-05,6.28e-05,6.28e-05
144,6193.36,0.36007,0.14929,0.82447,0.99751,1,0.995,0.98721,0.24509,0.13059,0.84109,5.62e-05,5.62e-05,5.62e-05
145,6225.99,0.35926,0.14851,0.82249,0.99702,1,0.995,0.98787,0.23563,0.12945,0.84023,4.96e-05,4.96e-05,4.96e-05
146,6258.92,0.35933,0.1482,0.82447,0.99743,1,0.995,0.98832,0.23506,0.1286,0.83999,4.3e-05,4.3e-05,4.3e-05
147,6290.97,0.35409,0.14673,0.8194,0.99749,1,0.995,0.98803,0.23327,0.12921,0.83991,3.64e-05,3.64e-05,3.64e-05
148,6321.91,0.34955,0.14501,0.82018,0.99773,1,0.995,0.98752,0.23196,0.12828,0.83973,2.98e-05,2.98e-05,2.98e-05
149,6353.94,0.35252,0.14461,0.82073,0.99726,1,0.995,0.98786,0.23058,0.12837,0.83949,2.32e-05,2.32e-05,2.32e-05
150,6386.78,0.35199,0.14554,0.82189,0.99695,1,0.995,0.98852,0.2279,0.12684,0.83907,1.66e-05,1.66e-05,1.66e-05
